event_id,event_name,event_type,event_date,day,Date,Close,return_from_day_0,SPY_Close,SPY_return_from_day_0,abnormal_return
TSLA_006,Model S Plaid Delivery Event,Product Launch,2021-06-10,5,2021-06-16,201.6233367919922,1.017067402904881,393.23040771484375,0.10908738046013777,0.9079800224447432
TSLA_007,Tesla Semi Delivery Event,Product Launch,2022-12-01,0,2022-11-30,194.6999969482422,0.0,388.0351867675781,0.0,0.0
TSLA_007,Tesla Semi Delivery Event,Product Launch,2022-12-01,1,2022-12-01,194.6999969482422,0.0,387.7495727539063,-0.0736051841202956,0.0736051841202956
TSLA_007,Tesla Semi Delivery Event,Product Launch,2022-12-01,2,2022-12-02,194.8600006103516,0.08217959148295595,387.3023376464844,-0.1888615120702153,0.27104110355317124
TSLA_007,Tesla Semi Delivery Event,Product Launch,2022-12-01,3,2022-12-05,182.4499969482422,-6.291730966619613,380.3350524902344,-1.984390730512775,-4.307340236106838
TSLA_007,Tesla Semi Delivery Event,Product Launch,2022-12-01,4,2022-12-06,179.82000732421875,-7.642521755138521,374.8526306152344,-3.397257929662889,-4.245263825475632
TSLA_007,Tesla Semi Delivery Event,Product Launch,2022-12-01,5,2022-12-07,174.0399932861328,-10.611198760111694,374.21490478515625,-3.5616053527382396,-7.049593407373455
TSLA_008,Cybertruck Deliveries Begin,Product Launch,2023-11-30,0,2023-11-29,244.13999938964844,0.0,439.5155029296875,0.0,0.0
TSLA_008,Cybertruck Deliveries Begin,Product Launch,2023-11-30,1,2023-11-30,240.0800018310547,-1.6629792613843564,441.24609375,0.3937496649781158,-2.056728926362472
TSLA_008,Cybertruck Deliveries Begin,Product Launch,2023-11-30,2,2023-12-01,238.8300018310547,-2.174980573387719,443.8564147949219,0.9876584184856041,-3.1626389918733233
TSLA_008,Cybertruck Deliveries Begin,Product Launch,2023-11-30,3,2023-12-04,235.5800018310547,-3.506183984596456,441.5264587402344,0.45753922151605675,-3.9637232061125127
TSLA_008,Cybertruck Deliveries Begin,Product Launch,2023-11-30,4,2023-12-05,238.72000122070312,-2.2200369388446606,441.43939208984375,0.437729533391229,-2.6577664722358896
TSLA_008,Cybertruck Deliveries Begin,Product Launch,2023-11-30,5,2023-12-06,239.3699951171875,-1.9537987566093151,439.6605224609375,0.032995316498141136,-1.9867940731074563
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,2023-01-13,0,2023-01-12,123.55999755859376,0.0,379.5667724609375,0.0,0.0
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,2023-01-13,1,2023-01-13,122.4000015258789,-0.9388119582672938,381.0393371582031,0.3879593273452775,-1.3267712856125713
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,2023-01-13,2,2023-01-17,131.49000549316406,6.41794115511356,380.34130859375,0.20405793894728852,6.213883216166272
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,2023-01-13,3,2023-01-18,128.77999877929688,4.224669248821988,374.33642578125,-1.3779780157721189,5.602647264594108
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,2023-01-13,4,2023-01-19,127.16999816894533,2.9216580460352137,371.6112976074219,-2.0959355324850937,5.017593578520307
TSLA_009,Global Vehicle Price Cuts,Pricing Strategy,2023-01-13,5,2023-01-20,133.4199981689453,7.979929431186505,378.5341491699219,-0.2720531316059538,8.25198256279246
TSLA_010,Further US Price Cuts,Pricing Strategy,2023-04-07,0,2023-04-06,185.05999755859372,0.0,392.754150390625,0.0,0.0
TSLA_010,Further US Price Cuts,Pricing Strategy,2023-04-07,1,2023-04-10,184.50999450683597,-0.29720256079848184,393.1572570800781,0.1026358827913576,-0.39983844358983944
TSLA_010,Further US Price Cuts,Pricing Strategy,2023-04-07,2,2023-04-11,186.7899932861328,0.9348296500389486,393.2627868652344,0.1295050540149667,0.8053245960239819
TSLA_010,Further US Price Cuts,Pricing Strategy,2023-04-07,3,2023-04-12,180.5399932861328,-2.442453437853198,391.6599426269531,-0.27859865072936696,-2.163854787123831
TSLA_010,Further US Price Cuts,Pricing Strategy,2023-04-07,4,2023-04-13,185.8999938964844,0.4539048681359237,396.8622131347656,1.0459629109087265,-0.5920580427728028
TSLA_010,Further US Price Cuts,Pricing Strategy,2023-04-07,5,2023-04-14,185.0,-0.032420598392546296,395.892822265625,0.7991441648365294,-0.8315647632290757
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,2024-04-20,0,2024-04-19,147.0500030517578,0.0,482.1534729003906,0.0,0.0
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,2024-04-20,1,2024-04-22,142.0500030517578,-3.400203941675628,486.5937194824219,0.9209197551395709,-4.321123696815199
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,2024-04-20,2,2024-04-23,144.67999267578125,-1.6117037244415267,492.3679504394531,2.1185116592891795,-3.730215383730706
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,2024-04-20,3,2024-04-24,162.1300048828125,10.25501633328556,492.13421630859375,2.0700345365478823,8.184981796737677
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,2024-04-20,4,2024-04-25,170.17999267578125,15.729336378104165,490.2646484375,1.682280848941442,14.047055529162723
TSLA_011,Major Price Reductions Across Key Models,Pricing Strategy,2024-04-20,5,2024-04-26,168.2899932861328,14.44405970321474,494.9093627929688,2.645607801152039,11.798451902062702
TSLA_012,Battery Day,Technology Announcement,2020-09-22,0,2020-09-21,149.79666137695312,0.0,302.3166198730469,0.0,0.0
TSLA_012,Battery Day,Technology Announcement,2020-09-22,1,2020-09-22,141.41000366210938,-5.5986946823462835,305.39556884765625,1.0184517728143216,-6.617146455160605
TSLA_012,Battery Day,Technology Announcement,2020-09-22,2,2020-09-23,126.7866668701172,-15.360819323558106,298.3131103515625,-1.3242770189629605,-14.036542304595145
TSLA_012,Battery Day,Technology Announcement,2020-09-22,3,2020-09-24,129.26333618164062,-13.707465177506052,299.1082458496094,-1.0612628656621048,-12.646202311843947
TSLA_012,Battery Day,Technology Announcement,2020-09-22,4,2020-09-25,135.77999877929688,-9.357126166106111,303.9440002441406,0.5383033098799395,-9.89542947598605
TSLA_012,Battery Day,Technology Announcement,2020-09-22,5,2020-09-28,140.39999389648438,-6.272948538434164,308.99237060546875,2.2081983898950774,-8.481146928329242
TSLA_013,AI Day 2022,Technology Announcement,2022-09-30,0,2022-09-29,268.2099914550781,0.0,345.30828857421875,0.0,0.0
TSLA_013,AI Day 2022,Technology Announcement,2022-09-30,1,2022-09-30,265.25,-1.1036096899372572,339.9685974121094,-1.5463547614675055,0.44274507153024834
TSLA_013,AI Day 2022,Technology Announcement,2022-09-30,2,2022-10-03,242.3999938964844,-9.623055956480497,348.9442138671875,1.0529504831701342,-10.676006439650632
TSLA_013,AI Day 2022,Technology Announcement,2022-09-30,3,2022-10-04,249.44000244140625,-6.998243768564317,359.7568054199219,4.1842369047558,-11.182480673320118
TSLA_013,AI Day 2022,Technology Announcement,2022-09-30,4,2022-10-05,240.80999755859372,-10.215873669670339,358.91925048828125,3.941684102128651,-14.15755777179899
TSLA_013,AI Day 2022,Technology Announcement,2022-09-30,5,2022-10-06,238.1300048828125,-11.215088002157314,355.2167053222656,2.8694407507444453,-14.08452875290176
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,2024-10-10,0,2024-10-09,241.0500030517578,0.0,565.5224609375,0.0,0.0
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,2024-10-10,1,2024-10-10,238.7700042724609,-0.9458613360014523,564.5327758789062,-0.17500366951881396,-0.7708576664826383
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,2024-10-10,2,2024-10-11,217.8000030517578,-9.645301682492747,567.9132690429688,0.4227609459587889,-10.068062628451536
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,2024-10-10,3,2024-10-14,219.16000366210935,-9.081103137322211,572.5579223632812,1.2440640136765158,-10.325167150998727
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,2024-10-10,4,2024-10-15,219.57000732421875,-8.911012427129872,568.1093139648438,0.4574271060879376,-9.36843953321781
TSLA_014,"Robotaxi (""We, Robot"") Event",Technology Announcement,2024-10-10,5,2024-10-16,221.3300018310547,-8.18087573990567,570.5784912109375,0.8940458819364672,-9.074921621842137
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,2020-08-11,0,2020-08-10,94.5713348388672,0.0,309.0311889648437,0.0,0.0
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,2020-08-11,1,2020-08-11,91.6259994506836,-3.1144060652225525,306.480224609375,-0.8254714884971981,-2.2889345767253544
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,2020-08-11,2,2020-08-12,103.65066528320312,9.600509985193174,310.7532958984375,0.5572599126199229,9.043250072573251
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,2020-08-11,3,2020-08-13,108.06666564941406,14.270001405331234,310.1914367675781,0.3754468300176672,13.894554575313567
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,2020-08-11,4,2020-08-14,110.04733276367188,16.36436447806624,310.20074462890625,0.3784587788631333,15.985905699203105
TSLA_015,5-for-1 Stock Split Announced,Corporate Action,2020-08-11,5,2020-08-17,122.3759994506836,29.400731901681,311.1861267089844,0.6973204715546855,28.703411430126312
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,2022-08-05,0,2022-08-04,308.6333312988281,0.0,392.5997619628906,0.0,0.0
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,2022-08-05,1,2022-08-05,288.1700134277344,-6.63030068235908,391.9361267089844,-0.16903608157790018,-6.46126460078118
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,2022-08-05,2,2022-08-08,290.42333984375,-5.900202476007577,391.4812316894531,-0.2849034517609428,-5.615299024246633
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,2022-08-05,3,2022-08-09,283.3333435058594,-8.197425626875187,389.9266052246094,-0.680885980398005,-7.516539646477183
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,2022-08-05,4,2022-08-10,294.3566589355469,-4.625771397794409,398.11663818359375,1.4052163947120722,-6.030987792506481
TSLA_016,3-for-1 Stock Split Announced,Corporate Action,2022-08-05,5,2022-08-11,286.6300048828125,-7.129277425551727,398.11663818359375,1.4052163947120722,-8.5344938202638
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2024-06-13,0,2024-06-12,177.2899932861328,0.0,527.1399536132812,0.0,0.0
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2024-06-13,1,2024-06-13,182.47000122070312,2.9217711832219218,528.2012939453125,0.2013393833566024,2.7204317998653194
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2024-06-13,2,2024-06-14,178.00999450683594,0.4061149799589048,528.522705078125,0.26231202081452576,0.14380295914437902
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2024-06-13,3,2024-06-17,187.44000244140625,5.7250885778376,532.7291259765625,1.0602824401698685,4.664806137667732
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2024-06-13,4,2024-06-18,184.8600006103516,4.2698446674321655,534.0826416015625,1.3170483361567564,2.952796331275409
TSLA_017,Shareholders Approve Elon Musk Pay Package,Corporate Action,2024-06-13,5,2024-06-20,181.57000732421875,2.414131761615179,532.6317749023438,1.0418146549922458,1.3723171066229334
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,2022-04-07,0,2022-04-06,348.586669921875,0.0,421.4443664550781,0.0,0.0
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,2022-04-07,1,2022-04-07,352.4200134277344,1.0996816105212748,423.5680541992188,0.5039070190933526,0.5957745914279222
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,2022-04-07,2,2022-04-08,341.8299865722656,-1.9383080113544393,422.4354248046875,0.23515757440193408,-2.1734655857563734
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,2022-04-07,3,2022-04-11,325.3099975585937,-6.677441902324621,415.2150573730469,-1.4780857398636549,-5.199356162460966
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,2022-04-07,4,2022-04-12,328.9833374023437,-5.623660974736866,413.6766052246094,-1.8431285001639042,-3.7805324745729623
TSLA_018,Gigafactory Berlin Opens,Factory Expansion,2022-04-07,5,2022-04-13,340.7900085449219,-2.2366493184322045,418.4146728515625,-0.7188834030454561,-1.5177659153867484
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,2022-04-20,0,2022-04-19,342.7166748046875,0.0,420.0475158691406,0.0,0.0
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,2022-04-20,1,2022-04-20,325.7333374023437,-4.955503671370098,419.7359924316406,-0.07416385664260616,-4.881339814727492
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,2022-04-20,2,2022-04-21,336.260009765625,-1.8839658276744498,413.4595336914063,-1.568389748503285,-0.3155760791711648
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,2022-04-20,3,2022-04-22,335.01666259765625,-2.246757386817977,402.1145629882813,-4.269267690764311,2.022510303946334
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,2022-04-20,4,2022-04-25,332.67333984375,-2.9305066544139224,404.4458312988281,-3.714266596251692,0.7837599418377694
TSLA_019,"Gigafactory Texas Opening (""Cyber Rodeo"")",Factory Expansion,2022-04-20,5,2022-04-26,292.1400146484375,-14.75757203383039,392.7327880859375,-6.502770936922431,-8.25480109690796
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,2023-03-01,0,2023-02-28,205.7100067138672,0.0,378.8974609375,0.0,0.0
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,2023-03-01,1,2023-03-01,202.7700042724609,-1.4291975817664948,377.4440612792969,-0.38358653937848874,-1.045611042388006
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,2023-03-01,2,2023-03-02,190.8999938964844,-7.199461540042051,380.3795471191406,0.39115759128434124,-7.590619131326393
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,2023-03-01,3,2023-03-03,197.7899932861328,-3.850086611853909,386.47991943359375,2.0011901049251213,-5.85127671677903
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,2023-03-01,4,2023-03-06,193.80999755859372,-5.784847001549032,386.7477722167969,2.0718827885182867,-7.856729790067319
TSLA_020,Mexico Gigafactory Announced,Factory Expansion,2023-03-01,5,2023-03-07,187.7100067138672,-8.750182009880126,380.8193664550781,0.5072363147598846,-9.25741832464001
TSLA_021,Touchscreen Recall (NHTSA),Recall,2021-02-02,0,2021-02-01,279.9366760253906,0.0,349.3453063964844,0.0,0.0
TSLA_021,Touchscreen Recall (NHTSA),Recall,2021-02-02,1,2021-02-02,290.92999267578125,3.9270726531715816,354.28515625,1.414030692002255,2.5130419611693267
TSLA_021,Touchscreen Recall (NHTSA),Recall,2021-02-02,2,2021-02-03,284.89666748046875,1.77182623066805,354.5635986328125,1.4937347491956077,0.2780914814724422
TSLA_021,Touchscreen Recall (NHTSA),Recall,2021-02-02,3,2021-02-04,283.3299865722656,1.2121707648508506,358.5935363769531,2.647303344609009,-1.4351325797581582
TSLA_021,Touchscreen Recall (NHTSA),Recall,2021-02-02,4,2021-02-05,284.07666015625,1.4789002247364902,360.0049133300781,3.0513096178529375,-1.5724093931164473
TSLA_021,Touchscreen Recall (NHTSA),Recall,2021-02-02,5,2021-02-08,287.8066711425781,2.811348348107723,362.6048278808594,3.7955344587702333,-0.9841861106625105
TSLA_022,FSD Beta Recall via Software Update,Recall,2023-02-16,0,2023-02-15,214.2400054931641,0.0,395.8409729003906,0.0,0.0
TSLA_022,FSD Beta Recall via Software Update,Recall,2023-02-16,1,2023-02-16,202.0399932861328,-5.694553722096762,390.3908081054688,-1.3768571643777983,-4.317696557718964
TSLA_022,FSD Beta Recall via Software Update,Recall,2023-02-16,2,2023-02-17,208.30999755859372,-2.7679274563683576,389.41546630859375,-1.6232545470763582,-1.1446729092919994
TSLA_022,FSD Beta Recall via Software Update,Recall,2023-02-16,3,2023-02-21,197.3699951171875,-7.874351168514549,381.6034851074219,-3.5967696038761154,-4.277581564638433
TSLA_022,FSD Beta Recall via Software Update,Recall,2023-02-16,4,2023-02-22,200.8600006103516,-6.245334456565543,381.0775146484375,-3.729643786942738,-2.5156906696228054
TSLA_022,FSD Beta Recall via Software Update,Recall,2023-02-16,5,2023-02-23,202.07000732421875,-5.680544182647374,383.1046447753906,-3.2175365858867155,-2.4630075967606584
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,2023-12-13,0,2023-12-12,237.00999450683597,0.0,448.6903991699219,0.0,0.0
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,2023-12-13,1,2023-12-13,239.2899932861328,0.9619842336358042,454.8778991699219,1.3790132375123054,-0.4170290038765012
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,2023-12-13,2,2023-12-14,251.0500030517578,5.923804426111201,456.3377380371094,1.7043687320555723,4.219435694055629
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,2023-12-13,3,2023-12-15,253.5,6.957514820198196,455.58636474609375,1.5369095458537707,5.4206052743444255
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,2023-12-13,4,2023-12-18,252.0800018310547,6.358384740515266,458.1491394042969,2.1080772514574964,4.25030748905777
TSLA_023,Autopilot Recall Affecting Over 2 Million Vehicles,Recall,2023-12-13,5,2023-12-19,257.2200012207031,8.527069398874755,460.9350891113281,2.728984164595216,5.798085234279538
